main.py --seed 7

Namespace(algo='q-learning', convg=0.5, env='tokens-v0', eps_final=0.01, eps_frames=1200, eps_start=1.0, frames=3000, games=500, gamma=0.99, log_interval=1, lr=1e-05, model=None, save_interval=1, seed=7)

Environments loaded

Training status loaded

U 3 | F 3 | G 1 | D 0 | EPS 0.998 | L 0.485 | R 1.000 | Avg L 0.485 | Avg R 1.000
U 641 | F 641 | G 213 | D 0 | EPS 0.467 | L -6.695 | R 103.000 | Avg L -0.031 | Avg R 0.484
U 642 | F 642 | G 213 | D 0 | EPS 0.466 | L -6.695 | R 103.000 | Avg L -0.031 | Avg R 0.484
U 642 | F 642 | G 214 | D 0 | EPS 0.465 | L -7.210 | R 103.000 | Avg L -0.034 | Avg R 0.481
U 643 | F 643 | G 214 | D 0 | EPS 0.465 | L -7.210 | R 103.000 | Avg L -0.034 | Avg R 0.481
U 644 | F 644 | G 214 | D 0 | EPS 0.464 | L -7.210 | R 103.000 | Avg L -0.034 | Avg R 0.481
U 645 | F 645 | G 214 | D 0 | EPS 0.463 | L -7.210 | R 103.000 | Avg L -0.034 | Avg R 0.481
U 645 | F 645 | G 215 | D 0 | EPS 0.463 | L -6.725 | R 104.000 | Avg L -0.031 | Avg R 0.484
U 646 | F 646 | G 215 | D 0 | EPS 0.463 | L -6.725 | R 104.000 | Avg L -0.031 | Avg R 0.484
U 647 | F 647 | G 215 | D 0 | EPS 0.462 | L -6.725 | R 104.000 | Avg L -0.031 | Avg R 0.484
U 648 | F 648 | G 215 | D 0 | EPS 0.461 | L -6.725 | R 104.000 | Avg L -0.031 | Avg R 0.484
U 648 | F 648 | G 216 | D 0 | EPS 0.460 | L -7.240 | R 104.000 | Avg L -0.034 | Avg R 0.481
U 649 | F 649 | G 216 | D 0 | EPS 0.460 | L -7.240 | R 104.000 | Avg L -0.034 | Avg R 0.481
U 650 | F 650 | G 216 | D 0 | EPS 0.459 | L -7.240 | R 104.000 | Avg L -0.034 | Avg R 0.481
U 651 | F 651 | G 216 | D 0 | EPS 0.458 | L -7.240 | R 104.000 | Avg L -0.034 | Avg R 0.481
U 651 | F 651 | G 217 | D 0 | EPS 0.458 | L -6.755 | R 105.000 | Avg L -0.031 | Avg R 0.484
U 652 | F 652 | G 217 | D 0 | EPS 0.458 | L -6.755 | R 105.000 | Avg L -0.031 | Avg R 0.484
U 653 | F 653 | G 217 | D 0 | EPS 0.457 | L -6.755 | R 105.000 | Avg L -0.031 | Avg R 0.484
U 654 | F 654 | G 217 | D 0 | EPS 0.456 | L -6.755 | R 105.000 | Avg L -0.031 | Avg R 0.484
U 654 | F 654 | G 218 | D 0 | EPS 0.455 | L -6.270 | R 106.000 | Avg L -0.029 | Avg R 0.486
U 655 | F 655 | G 218 | D 0 | EPS 0.455 | L -6.270 | R 106.000 | Avg L -0.029 | Avg R 0.486
U 656 | F 656 | G 218 | D 0 | EPS 0.454 | L -6.270 | R 106.000 | Avg L -0.029 | Avg R 0.486
U 657 | F 657 | G 218 | D 0 | EPS 0.453 | L -6.270 | R 106.000 | Avg L -0.029 | Avg R 0.486
U 657 | F 657 | G 219 | D 0 | EPS 0.453 | L -5.785 | R 107.000 | Avg L -0.026 | Avg R 0.489
U 658 | F 658 | G 219 | D 0 | EPS 0.453 | L -5.785 | R 107.000 | Avg L -0.026 | Avg R 0.489
U 659 | F 659 | G 219 | D 0 | EPS 0.452 | L -5.785 | R 107.000 | Avg L -0.026 | Avg R 0.489
U 660 | F 660 | G 219 | D 0 | EPS 0.451 | L -5.785 | R 107.000 | Avg L -0.026 | Avg R 0.489
U 660 | F 660 | G 220 | D 0 | EPS 0.450 | L -6.300 | R 107.000 | Avg L -0.029 | Avg R 0.486
U 661 | F 661 | G 220 | D 0 | EPS 0.450 | L -6.300 | R 107.000 | Avg L -0.029 | Avg R 0.486
U 662 | F 662 | G 220 | D 0 | EPS 0.449 | L -6.300 | R 107.000 | Avg L -0.029 | Avg R 0.486
U 663 | F 663 | G 220 | D 0 | EPS 0.448 | L -6.300 | R 107.000 | Avg L -0.029 | Avg R 0.486
U 663 | F 663 | G 221 | D 0 | EPS 0.448 | L -6.815 | R 107.000 | Avg L -0.031 | Avg R 0.484
U 664 | F 664 | G 221 | D 0 | EPS 0.448 | L -6.815 | R 107.000 | Avg L -0.031 | Avg R 0.484
U 665 | F 665 | G 221 | D 0 | EPS 0.447 | L -6.815 | R 107.000 | Avg L -0.031 | Avg R 0.484
U 666 | F 666 | G 221 | D 0 | EPS 0.446 | L -6.815 | R 107.000 | Avg L -0.031 | Avg R 0.484
U 666 | F 666 | G 222 | D 0 | EPS 0.445 | L -6.330 | R 108.000 | Avg L -0.029 | Avg R 0.486
U 667 | F 667 | G 222 | D 0 | EPS 0.445 | L -6.330 | R 108.000 | Avg L -0.029 | Avg R 0.486
U 668 | F 668 | G 222 | D 0 | EPS 0.444 | L -6.330 | R 108.000 | Avg L -0.029 | Avg R 0.486
U 669 | F 669 | G 222 | D 0 | EPS 0.443 | L -6.330 | R 108.000 | Avg L -0.029 | Avg R 0.486
U 669 | F 669 | G 223 | D 0 | EPS 0.443 | L -6.845 | R 108.000 | Avg L -0.031 | Avg R 0.484
U 670 | F 670 | G 223 | D 0 | EPS 0.443 | L -6.845 | R 108.000 | Avg L -0.031 | Avg R 0.484
U 671 | F 671 | G 223 | D 0 | EPS 0.442 | L -6.845 | R 108.000 | Avg L -0.031 | Avg R 0.484
U 672 | F 672 | G 223 | D 0 | EPS 0.441 | L -6.845 | R 108.000 | Avg L -0.031 | Avg R 0.484
U 672 | F 672 | G 224 | D 0 | EPS 0.440 | L -7.360 | R 108.000 | Avg L -0.033 | Avg R 0.482
U 673 | F 673 | G 224 | D 0 | EPS 0.440 | L -7.360 | R 108.000 | Avg L -0.033 | Avg R 0.482
U 674 | F 674 | G 224 | D 0 | EPS 0.439 | L -7.360 | R 108.000 | Avg L -0.033 | Avg R 0.482
U 675 | F 675 | G 224 | D 0 | EPS 0.438 | L -7.360 | R 108.000 | Avg L -0.033 | Avg R 0.482
U 675 | F 675 | G 225 | D 0 | EPS 0.438 | L -6.875 | R 109.000 | Avg L -0.031 | Avg R 0.484
U 676 | F 676 | G 225 | D 0 | EPS 0.438 | L -6.875 | R 109.000 | Avg L -0.031 | Avg R 0.484
U 677 | F 677 | G 225 | D 0 | EPS 0.437 | L -6.875 | R 109.000 | Avg L -0.031 | Avg R 0.484
U 678 | F 678 | G 225 | D 0 | EPS 0.436 | L -6.875 | R 109.000 | Avg L -0.031 | Avg R 0.484
U 678 | F 678 | G 226 | D 0 | EPS 0.435 | L -6.390 | R 110.000 | Avg L -0.028 | Avg R 0.487
U 679 | F 679 | G 226 | D 0 | EPS 0.435 | L -6.390 | R 110.000 | Avg L -0.028 | Avg R 0.487
U 680 | F 680 | G 226 | D 0 | EPS 0.434 | L -6.390 | R 110.000 | Avg L -0.028 | Avg R 0.487
U 681 | F 681 | G 226 | D 0 | EPS 0.433 | L -6.390 | R 110.000 | Avg L -0.028 | Avg R 0.487
U 681 | F 681 | G 227 | D 0 | EPS 0.432 | L -6.905 | R 110.000 | Avg L -0.030 | Avg R 0.485
U 682 | F 682 | G 227 | D 0 | EPS 0.432 | L -6.905 | R 110.000 | Avg L -0.030 | Avg R 0.485
U 683 | F 683 | G 227 | D 0 | EPS 0.432 | L -6.905 | R 110.000 | Avg L -0.030 | Avg R 0.485
U 684 | F 684 | G 227 | D 0 | EPS 0.431 | L -6.905 | R 110.000 | Avg L -0.030 | Avg R 0.485
U 684 | F 684 | G 228 | D 0 | EPS 0.430 | L -6.420 | R 111.000 | Avg L -0.028 | Avg R 0.487
U 685 | F 685 | G 228 | D 0 | EPS 0.430 | L -6.420 | R 111.000 | Avg L -0.028 | Avg R 0.487
U 686 | F 686 | G 228 | D 0 | EPS 0.429 | L -6.420 | R 111.000 | Avg L -0.028 | Avg R 0.487
U 687 | F 687 | G 228 | D 0 | EPS 0.428 | L -6.420 | R 111.000 | Avg L -0.028 | Avg R 0.487
U 687 | F 687 | G 229 | D 0 | EPS 0.427 | L -6.935 | R 111.000 | Avg L -0.030 | Avg R 0.485
U 688 | F 688 | G 229 | D 0 | EPS 0.427 | L -6.935 | R 111.000 | Avg L -0.030 | Avg R 0.485
U 689 | F 689 | G 229 | D 0 | EPS 0.427 | L -6.935 | R 111.000 | Avg L -0.030 | Avg R 0.485
U 690 | F 690 | G 229 | D 0 | EPS 0.426 | L -6.935 | R 111.000 | Avg L -0.030 | Avg R 0.485
U 690 | F 690 | G 230 | D 0 | EPS 0.425 | L -7.450 | R 111.000 | Avg L -0.032 | Avg R 0.483
U 691 | F 691 | G 230 | D 0 | EPS 0.425 | L -7.450 | R 111.000 | Avg L -0.032 | Avg R 0.483
U 692 | F 692 | G 230 | D 0 | EPS 0.424 | L -7.450 | R 111.000 | Avg L -0.032 | Avg R 0.483
U 693 | F 693 | G 230 | D 0 | EPS 0.423 | L -7.450 | R 111.000 | Avg L -0.032 | Avg R 0.483
U 693 | F 693 | G 231 | D 0 | EPS 0.422 | L -6.964 | R 112.000 | Avg L -0.030 | Avg R 0.485
U 694 | F 694 | G 231 | D 0 | EPS 0.422 | L -6.964 | R 112.000 | Avg L -0.030 | Avg R 0.485
U 695 | F 695 | G 231 | D 0 | EPS 0.422 | L -6.964 | R 112.000 | Avg L -0.030 | Avg R 0.485
U 696 | F 696 | G 231 | D 0 | EPS 0.421 | L -6.964 | R 112.000 | Avg L -0.030 | Avg R 0.485
U 696 | F 696 | G 232 | D 0 | EPS 0.420 | L -7.479 | R 112.000 | Avg L -0.032 | Avg R 0.483
U 697 | F 697 | G 232 | D 0 | EPS 0.420 | L -7.479 | R 112.000 | Avg L -0.032 | Avg R 0.483
U 698 | F 698 | G 232 | D 0 | EPS 0.419 | L -7.479 | R 112.000 | Avg L -0.032 | Avg R 0.483
U 699 | F 699 | G 232 | D 0 | EPS 0.418 | L -7.479 | R 112.000 | Avg L -0.032 | Avg R 0.483
U 699 | F 699 | G 233 | D 0 | EPS 0.417 | L -7.994 | R 112.000 | Avg L -0.034 | Avg R 0.481
U 700 | F 700 | G 233 | D 0 | EPS 0.417 | L -7.994 | R 112.000 | Avg L -0.034 | Avg R 0.481
U 701 | F 701 | G 233 | D 0 | EPS 0.417 | L -7.994 | R 112.000 | Avg L -0.034 | Avg R 0.481
U 702 | F 702 | G 233 | D 0 | EPS 0.416 | L -7.994 | R 112.000 | Avg L -0.034 | Avg R 0.481
U 702 | F 702 | G 234 | D 0 | EPS 0.415 | L -8.509 | R 112.000 | Avg L -0.036 | Avg R 0.479
U 703 | F 703 | G 234 | D 0 | EPS 0.415 | L -8.509 | R 112.000 | Avg L -0.036 | Avg R 0.479
U 704 | F 704 | G 234 | D 0 | EPS 0.414 | L -8.509 | R 112.000 | Avg L -0.036 | Avg R 0.479
U 705 | F 705 | G 234 | D 0 | EPS 0.413 | L -8.509 | R 112.000 | Avg L -0.036 | Avg R 0.479
U 705 | F 705 | G 235 | D 0 | EPS 0.412 | L -9.024 | R 112.000 | Avg L -0.038 | Avg R 0.477
U 706 | F 706 | G 235 | D 0 | EPS 0.412 | L -9.024 | R 112.000 | Avg L -0.038 | Avg R 0.477
U 707 | F 707 | G 235 | D 0 | EPS 0.412 | L -9.024 | R 112.000 | Avg L -0.038 | Avg R 0.477
U 708 | F 708 | G 235 | D 0 | EPS 0.411 | L -9.024 | R 112.000 | Avg L -0.038 | Avg R 0.477
U 708 | F 708 | G 236 | D 0 | EPS 0.410 | L -9.539 | R 112.000 | Avg L -0.040 | Avg R 0.475
U 709 | F 709 | G 236 | D 0 | EPS 0.410 | L -9.539 | R 112.000 | Avg L -0.040 | Avg R 0.475
U 710 | F 710 | G 236 | D 0 | EPS 0.409 | L -9.539 | R 112.000 | Avg L -0.040 | Avg R 0.475
U 711 | F 711 | G 236 | D 0 | EPS 0.408 | L -9.539 | R 112.000 | Avg L -0.040 | Avg R 0.475
U 711 | F 711 | G 237 | D 0 | EPS 0.407 | L -9.054 | R 113.000 | Avg L -0.038 | Avg R 0.477
U 712 | F 712 | G 237 | D 0 | EPS 0.407 | L -9.054 | R 113.000 | Avg L -0.038 | Avg R 0.477
U 713 | F 713 | G 237 | D 0 | EPS 0.407 | L -9.054 | R 113.000 | Avg L -0.038 | Avg R 0.477
U 714 | F 714 | G 237 | D 0 | EPS 0.406 | L -9.054 | R 113.000 | Avg L -0.038 | Avg R 0.477
U 714 | F 714 | G 238 | D 0 | EPS 0.405 | L -9.569 | R 113.000 | Avg L -0.040 | Avg R 0.475
U 715 | F 715 | G 238 | D 0 | EPS 0.405 | L -9.569 | R 113.000 | Avg L -0.040 | Avg R 0.475
U 716 | F 716 | G 238 | D 0 | EPS 0.404 | L -9.569 | R 113.000 | Avg L -0.040 | Avg R 0.475
U 717 | F 717 | G 238 | D 0 | EPS 0.403 | L -9.569 | R 113.000 | Avg L -0.040 | Avg R 0.475
U 717 | F 717 | G 239 | D 0 | EPS 0.402 | L -9.084 | R 114.000 | Avg L -0.038 | Avg R 0.477
U 718 | F 718 | G 239 | D 0 | EPS 0.402 | L -9.084 | R 114.000 | Avg L -0.038 | Avg R 0.477
U 719 | F 719 | G 239 | D 0 | EPS 0.402 | L -9.084 | R 114.000 | Avg L -0.038 | Avg R 0.477
U 720 | F 720 | G 239 | D 0 | EPS 0.401 | L -9.084 | R 114.000 | Avg L -0.038 | Avg R 0.477
U 720 | F 720 | G 240 | D 0 | EPS 0.400 | L -9.599 | R 114.000 | Avg L -0.040 | Avg R 0.475
U 721 | F 721 | G 240 | D 0 | EPS 0.400 | L -9.599 | R 114.000 | Avg L -0.040 | Avg R 0.475
U 722 | F 722 | G 240 | D 0 | EPS 0.399 | L -9.599 | R 114.000 | Avg L -0.040 | Avg R 0.475
U 723 | F 723 | G 240 | D 0 | EPS 0.398 | L -9.599 | R 114.000 | Avg L -0.040 | Avg R 0.475
U 723 | F 723 | G 241 | D 0 | EPS 0.397 | L -9.114 | R 115.000 | Avg L -0.038 | Avg R 0.477
U 724 | F 724 | G 241 | D 0 | EPS 0.397 | L -9.114 | R 115.000 | Avg L -0.038 | Avg R 0.477
U 725 | F 725 | G 241 | D 0 | EPS 0.397 | L -9.114 | R 115.000 | Avg L -0.038 | Avg R 0.477
U 726 | F 726 | G 241 | D 0 | EPS 0.396 | L -9.114 | R 115.000 | Avg L -0.038 | Avg R 0.477
U 726 | F 726 | G 242 | D 0 | EPS 0.395 | L -8.629 | R 116.000 | Avg L -0.036 | Avg R 0.479
U 727 | F 727 | G 242 | D 0 | EPS 0.395 | L -8.629 | R 116.000 | Avg L -0.036 | Avg R 0.479
U 728 | F 728 | G 242 | D 0 | EPS 0.394 | L -8.629 | R 116.000 | Avg L -0.036 | Avg R 0.479
U 729 | F 729 | G 242 | D 0 | EPS 0.393 | L -8.629 | R 116.000 | Avg L -0.036 | Avg R 0.479
U 729 | F 729 | G 243 | D 0 | EPS 0.392 | L -9.144 | R 116.000 | Avg L -0.038 | Avg R 0.477
U 730 | F 730 | G 243 | D 0 | EPS 0.392 | L -9.144 | R 116.000 | Avg L -0.038 | Avg R 0.477
U 731 | F 731 | G 243 | D 0 | EPS 0.392 | L -9.144 | R 116.000 | Avg L -0.038 | Avg R 0.477
U 732 | F 732 | G 243 | D 0 | EPS 0.391 | L -9.144 | R 116.000 | Avg L -0.038 | Avg R 0.477
U 732 | F 732 | G 244 | D 0 | EPS 0.390 | L -8.659 | R 117.000 | Avg L -0.035 | Avg R 0.480
U 733 | F 733 | G 244 | D 0 | EPS 0.390 | L -8.659 | R 117.000 | Avg L -0.035 | Avg R 0.480
U 734 | F 734 | G 244 | D 0 | EPS 0.389 | L -8.659 | R 117.000 | Avg L -0.035 | Avg R 0.480
U 735 | F 735 | G 244 | D 0 | EPS 0.388 | L -8.659 | R 117.000 | Avg L -0.035 | Avg R 0.480
U 735 | F 735 | G 245 | D 0 | EPS 0.387 | L -9.174 | R 117.000 | Avg L -0.037 | Avg R 0.478
U 736 | F 736 | G 245 | D 0 | EPS 0.387 | L -9.174 | R 117.000 | Avg L -0.037 | Avg R 0.478
U 737 | F 737 | G 245 | D 0 | EPS 0.387 | L -9.174 | R 117.000 | Avg L -0.037 | Avg R 0.478
U 738 | F 738 | G 245 | D 0 | EPS 0.386 | L -9.174 | R 117.000 | Avg L -0.037 | Avg R 0.478
U 738 | F 738 | G 246 | D 0 | EPS 0.385 | L -8.689 | R 118.000 | Avg L -0.035 | Avg R 0.480
U 739 | F 739 | G 246 | D 0 | EPS 0.385 | L -8.689 | R 118.000 | Avg L -0.035 | Avg R 0.480
U 740 | F 740 | G 246 | D 0 | EPS 0.384 | L -8.689 | R 118.000 | Avg L -0.035 | Avg R 0.480
U 741 | F 741 | G 246 | D 0 | EPS 0.383 | L -8.689 | R 118.000 | Avg L -0.035 | Avg R 0.480
U 741 | F 741 | G 247 | D 0 | EPS 0.382 | L -8.204 | R 119.000 | Avg L -0.033 | Avg R 0.482
U 742 | F 742 | G 247 | D 0 | EPS 0.382 | L -8.204 | R 119.000 | Avg L -0.033 | Avg R 0.482
U 743 | F 743 | G 247 | D 0 | EPS 0.382 | L -8.204 | R 119.000 | Avg L -0.033 | Avg R 0.482
U 744 | F 744 | G 247 | D 0 | EPS 0.381 | L -8.204 | R 119.000 | Avg L -0.033 | Avg R 0.482
U 744 | F 744 | G 248 | D 0 | EPS 0.380 | L -7.719 | R 120.000 | Avg L -0.031 | Avg R 0.484
U 745 | F 745 | G 248 | D 0 | EPS 0.380 | L -7.719 | R 120.000 | Avg L -0.031 | Avg R 0.484
U 746 | F 746 | G 248 | D 0 | EPS 0.379 | L -7.719 | R 120.000 | Avg L -0.031 | Avg R 0.484
U 747 | F 747 | G 248 | D 0 | EPS 0.378 | L -7.719 | R 120.000 | Avg L -0.031 | Avg R 0.484
U 747 | F 747 | G 249 | D 0 | EPS 0.377 | L -8.234 | R 120.000 | Avg L -0.033 | Avg R 0.482
U 748 | F 748 | G 249 | D 0 | EPS 0.377 | L -8.234 | R 120.000 | Avg L -0.033 | Avg R 0.482
U 749 | F 749 | G 249 | D 0 | EPS 0.377 | L -8.234 | R 120.000 | Avg L -0.033 | Avg R 0.482
U 750 | F 750 | G 249 | D 0 | EPS 0.376 | L -8.234 | R 120.000 | Avg L -0.033 | Avg R 0.482
U 750 | F 750 | G 250 | D 0 | EPS 0.375 | L -8.749 | R 120.000 | Avg L -0.035 | Avg R 0.480
U 751 | F 751 | G 250 | D 0 | EPS 0.375 | L -8.749 | R 120.000 | Avg L -0.035 | Avg R 0.480
U 752 | F 752 | G 250 | D 0 | EPS 0.374 | L -8.749 | R 120.000 | Avg L -0.035 | Avg R 0.480
U 753 | F 753 | G 250 | D 0 | EPS 0.373 | L -8.749 | R 120.000 | Avg L -0.035 | Avg R 0.480
U 753 | F 753 | G 251 | D 0 | EPS 0.373 | L -8.264 | R 121.000 | Avg L -0.033 | Avg R 0.482
U 754 | F 754 | G 251 | D 0 | EPS 0.373 | L -8.264 | R 121.000 | Avg L -0.033 | Avg R 0.482
U 755 | F 755 | G 251 | D 0 | EPS 0.372 | L -8.264 | R 121.000 | Avg L -0.033 | Avg R 0.482
U 756 | F 756 | G 251 | D 0 | EPS 0.371 | L -8.264 | R 121.000 | Avg L -0.033 | Avg R 0.482
U 756 | F 756 | G 252 | D 0 | EPS 0.370 | L -7.779 | R 122.000 | Avg L -0.031 | Avg R 0.484
U 757 | F 757 | G 252 | D 0 | EPS 0.370 | L -7.779 | R 122.000 | Avg L -0.031 | Avg R 0.484
U 758 | F 758 | G 252 | D 0 | EPS 0.369 | L -7.779 | R 122.000 | Avg L -0.031 | Avg R 0.484
U 759 | F 759 | G 252 | D 0 | EPS 0.368 | L -7.779 | R 122.000 | Avg L -0.031 | Avg R 0.484
U 759 | F 759 | G 253 | D 0 | EPS 0.368 | L -8.294 | R 122.000 | Avg L -0.033 | Avg R 0.482
U 760 | F 760 | G 253 | D 0 | EPS 0.368 | L -8.294 | R 122.000 | Avg L -0.033 | Avg R 0.482
U 761 | F 761 | G 253 | D 0 | EPS 0.367 | L -8.294 | R 122.000 | Avg L -0.033 | Avg R 0.482
U 762 | F 762 | G 253 | D 0 | EPS 0.366 | L -8.294 | R 122.000 | Avg L -0.033 | Avg R 0.482
U 762 | F 762 | G 254 | D 0 | EPS 0.365 | L -7.809 | R 123.000 | Avg L -0.031 | Avg R 0.484
U 763 | F 763 | G 254 | D 0 | EPS 0.365 | L -7.809 | R 123.000 | Avg L -0.031 | Avg R 0.484
U 764 | F 764 | G 254 | D 0 | EPS 0.364 | L -7.809 | R 123.000 | Avg L -0.031 | Avg R 0.484
U 765 | F 765 | G 254 | D 0 | EPS 0.363 | L -7.809 | R 123.000 | Avg L -0.031 | Avg R 0.484
U 765 | F 765 | G 255 | D 0 | EPS 0.363 | L -8.324 | R 123.000 | Avg L -0.033 | Avg R 0.482
U 766 | F 766 | G 255 | D 0 | EPS 0.363 | L -8.324 | R 123.000 | Avg L -0.033 | Avg R 0.482
U 767 | F 767 | G 255 | D 0 | EPS 0.362 | L -8.324 | R 123.000 | Avg L -0.033 | Avg R 0.482
U 768 | F 768 | G 255 | D 0 | EPS 0.361 | L -8.324 | R 123.000 | Avg L -0.033 | Avg R 0.482
U 768 | F 768 | G 256 | D 0 | EPS 0.360 | L -7.839 | R 124.000 | Avg L -0.031 | Avg R 0.484
U 769 | F 769 | G 256 | D 0 | EPS 0.360 | L -7.839 | R 124.000 | Avg L -0.031 | Avg R 0.484
U 770 | F 770 | G 256 | D 0 | EPS 0.359 | L -7.839 | R 124.000 | Avg L -0.031 | Avg R 0.484
U 771 | F 771 | G 256 | D 0 | EPS 0.358 | L -7.839 | R 124.000 | Avg L -0.031 | Avg R 0.484
U 771 | F 771 | G 257 | D 0 | EPS 0.358 | L -8.354 | R 124.000 | Avg L -0.033 | Avg R 0.482
U 772 | F 772 | G 257 | D 0 | EPS 0.358 | L -8.354 | R 124.000 | Avg L -0.033 | Avg R 0.482
U 773 | F 773 | G 257 | D 0 | EPS 0.357 | L -8.354 | R 124.000 | Avg L -0.033 | Avg R 0.482
U 774 | F 774 | G 257 | D 0 | EPS 0.356 | L -8.354 | R 124.000 | Avg L -0.033 | Avg R 0.482
U 774 | F 774 | G 258 | D 0 | EPS 0.355 | L -7.869 | R 125.000 | Avg L -0.031 | Avg R 0.484
U 775 | F 775 | G 258 | D 0 | EPS 0.355 | L -7.869 | R 125.000 | Avg L -0.031 | Avg R 0.484
U 776 | F 776 | G 258 | D 0 | EPS 0.354 | L -7.869 | R 125.000 | Avg L -0.031 | Avg R 0.484
U 777 | F 777 | G 258 | D 0 | EPS 0.353 | L -7.869 | R 125.000 | Avg L -0.031 | Avg R 0.484
U 777 | F 777 | G 259 | D 0 | EPS 0.353 | L -7.384 | R 126.000 | Avg L -0.029 | Avg R 0.486
U 778 | F 778 | G 259 | D 0 | EPS 0.353 | L -7.384 | R 126.000 | Avg L -0.029 | Avg R 0.486
U 779 | F 779 | G 259 | D 0 | EPS 0.352 | L -7.384 | R 126.000 | Avg L -0.029 | Avg R 0.486
U 780 | F 780 | G 259 | D 0 | EPS 0.351 | L -7.384 | R 126.000 | Avg L -0.029 | Avg R 0.486
U 780 | F 780 | G 260 | D 0 | EPS 0.350 | L -6.899 | R 127.000 | Avg L -0.027 | Avg R 0.488
U 781 | F 781 | G 260 | D 0 | EPS 0.350 | L -6.899 | R 127.000 | Avg L -0.027 | Avg R 0.488
U 782 | F 782 | G 260 | D 0 | EPS 0.349 | L -6.899 | R 127.000 | Avg L -0.027 | Avg R 0.488
U 783 | F 783 | G 260 | D 0 | EPS 0.348 | L -6.899 | R 127.000 | Avg L -0.027 | Avg R 0.488
U 783 | F 783 | G 261 | D 0 | EPS 0.348 | L -6.414 | R 128.000 | Avg L -0.025 | Avg R 0.490
U 784 | F 784 | G 261 | D 0 | EPS 0.348 | L -6.414 | R 128.000 | Avg L -0.025 | Avg R 0.490
U 785 | F 785 | G 261 | D 0 | EPS 0.347 | L -6.414 | R 128.000 | Avg L -0.025 | Avg R 0.490
U 786 | F 786 | G 261 | D 0 | EPS 0.346 | L -6.414 | R 128.000 | Avg L -0.025 | Avg R 0.490
U 786 | F 786 | G 262 | D 0 | EPS 0.345 | L -5.929 | R 129.000 | Avg L -0.023 | Avg R 0.492
U 787 | F 787 | G 262 | D 0 | EPS 0.345 | L -5.929 | R 129.000 | Avg L -0.023 | Avg R 0.492
U 788 | F 788 | G 262 | D 0 | EPS 0.344 | L -5.929 | R 129.000 | Avg L -0.023 | Avg R 0.492
U 789 | F 789 | G 262 | D 0 | EPS 0.343 | L -5.929 | R 129.000 | Avg L -0.023 | Avg R 0.492
U 789 | F 789 | G 263 | D 0 | EPS 0.343 | L -5.444 | R 130.000 | Avg L -0.021 | Avg R 0.494
U 790 | F 790 | G 263 | D 0 | EPS 0.343 | L -5.444 | R 130.000 | Avg L -0.021 | Avg R 0.494
U 791 | F 791 | G 263 | D 0 | EPS 0.342 | L -5.444 | R 130.000 | Avg L -0.021 | Avg R 0.494
U 792 | F 792 | G 263 | D 0 | EPS 0.341 | L -5.444 | R 130.000 | Avg L -0.021 | Avg R 0.494
U 792 | F 792 | G 264 | D 0 | EPS 0.340 | L -5.959 | R 130.000 | Avg L -0.023 | Avg R 0.492
U 793 | F 793 | G 264 | D 0 | EPS 0.340 | L -5.959 | R 130.000 | Avg L -0.023 | Avg R 0.492
U 794 | F 794 | G 264 | D 0 | EPS 0.339 | L -5.959 | R 130.000 | Avg L -0.023 | Avg R 0.492
U 795 | F 795 | G 264 | D 0 | EPS 0.338 | L -5.959 | R 130.000 | Avg L -0.023 | Avg R 0.492
U 795 | F 795 | G 265 | D 0 | EPS 0.338 | L -5.474 | R 131.000 | Avg L -0.021 | Avg R 0.494
U 796 | F 796 | G 265 | D 0 | EPS 0.338 | L -5.474 | R 131.000 | Avg L -0.021 | Avg R 0.494
U 797 | F 797 | G 265 | D 0 | EPS 0.337 | L -5.474 | R 131.000 | Avg L -0.021 | Avg R 0.494
U 798 | F 798 | G 265 | D 0 | EPS 0.336 | L -5.474 | R 131.000 | Avg L -0.021 | Avg R 0.494
U 798 | F 798 | G 266 | D 0 | EPS 0.335 | L -4.989 | R 132.000 | Avg L -0.019 | Avg R 0.496
U 799 | F 799 | G 266 | D 0 | EPS 0.335 | L -4.989 | R 132.000 | Avg L -0.019 | Avg R 0.496
U 800 | F 800 | G 266 | D 0 | EPS 0.334 | L -4.989 | R 132.000 | Avg L -0.019 | Avg R 0.496
U 801 | F 801 | G 266 | D 0 | EPS 0.333 | L -4.989 | R 132.000 | Avg L -0.019 | Avg R 0.496
U 801 | F 801 | G 267 | D 0 | EPS 0.333 | L -5.504 | R 132.000 | Avg L -0.021 | Avg R 0.494
U 802 | F 802 | G 267 | D 0 | EPS 0.333 | L -5.504 | R 132.000 | Avg L -0.021 | Avg R 0.494
U 803 | F 803 | G 267 | D 0 | EPS 0.332 | L -5.504 | R 132.000 | Avg L -0.021 | Avg R 0.494
U 804 | F 804 | G 267 | D 0 | EPS 0.331 | L -5.504 | R 132.000 | Avg L -0.021 | Avg R 0.494
U 804 | F 804 | G 268 | D 0 | EPS 0.330 | L -5.019 | R 133.000 | Avg L -0.019 | Avg R 0.496
U 805 | F 805 | G 268 | D 0 | EPS 0.330 | L -5.019 | R 133.000 | Avg L -0.019 | Avg R 0.496
U 806 | F 806 | G 268 | D 0 | EPS 0.329 | L -5.019 | R 133.000 | Avg L -0.019 | Avg R 0.496
U 807 | F 807 | G 268 | D 0 | EPS 0.328 | L -5.019 | R 133.000 | Avg L -0.019 | Avg R 0.496
